name,price,rating,review_count,uid,bk_station_distance_y,latitude,longitude,free_bikes
BCD Tofu House,$$,4.0,4826.0,bcycle_lametro_4444,265,34.06162,-118.30557,7
Break Room 86,$$,0.0,0.0,bcycle_lametro_4444,413,34.06162,-118.30557,7
Bumsan Organic Milk Bar,$$,0.0,0.0,bcycle_lametro_4444,437,34.06162,-118.30557,7
Cassell's Hamburgers,$$,4.0,1805.0,bcycle_lametro_4444,515,34.06162,-118.30557,7
Document Coffee Bar,$$,0.0,0.0,bcycle_lametro_4444,506,34.06162,-118.30557,7
Hae Jang Chon Korean BBQ Restaurant,$$,0.0,0.0,bcycle_lametro_4444,256,34.06162,-118.30557,7
Han Bat Sul Lung Tang,$$,4.5,2642.0,bcycle_lametro_4444,558,34.06162,-118.30557,7
Myung Dong Kyoja,$$,0.0,0.0,bcycle_lametro_4444,138,34.06162,-118.30557,7
The Normandie Club,$$,0.0,0.0,bcycle_lametro_4444,480,34.06162,-118.30557,7
Ahgassi Gopchang,$$$,4.5,2091.0,bcycle_lametro_4538,509,34.06543,-118.30882,3
Bumsan Organic Milk Bar,$$,0.0,0.0,bcycle_lametro_4538,127,34.06543,-118.30882,3
Daedo Sikdang,$$,0.0,0.0,bcycle_lametro_4538,258,34.06543,-118.30882,3
Document Coffee Bar,$$,0.0,0.0,bcycle_lametro_4538,507,34.06543,-118.30882,3
Feng Mao,$$,0.0,0.0,bcycle_lametro_4538,160,34.06543,-118.30882,3
Hae Jang Chon Korean BBQ Restaurant,$$,0.0,0.0,bcycle_lametro_4538,305,34.06543,-118.30882,3
Han Bat Sul Lung Tang,$$,4.5,2642.0,bcycle_lametro_4538,60,34.06543,-118.30882,3
Jinsol Gukbap,$$,0.0,0.0,bcycle_lametro_4538,454,34.06543,-118.30882,3
Monty's Good Burger,$$,4.5,2411.0,bcycle_lametro_4538,73,34.06543,-118.30882,3
Ubatuba Acai,$$,0.0,0.0,bcycle_lametro_4538,176,34.06543,-118.30882,3
Akasha,$$,0.0,0.0,bcycle_lametro_4566,341,34.02339,-118.39922,2
Cafe Vida - Culver City,$$,0.0,0.0,bcycle_lametro_4566,298,34.02339,-118.39922,2
Cava,$$,0.0,0.0,bcycle_lametro_4566,519,34.02339,-118.39922,2
Cerveteca Taco & Torta Joint,$$,0.0,0.0,bcycle_lametro_4566,409,34.02339,-118.39922,2
Conservatory for Coffee Tea & Coca,$$,0.0,0.0,bcycle_lametro_4566,301,34.02339,-118.39922,2
Go Get Em Tiger,$$,0.0,0.0,bcycle_lametro_4566,331,34.02339,-118.39922,2
Super Domestic Coffee,$$,0.0,0.0,bcycle_lametro_4566,422,34.02339,-118.39922,2
Tender Greens,$$,4.0,2211.0,bcycle_lametro_4566,365,34.02339,-118.39922,2
The Coffee Bean and Tea Leaf,$$,0.0,0.0,bcycle_lametro_4566,68,34.02339,-118.39922,2
Versailles Cuban Restaurant,$$,0.0,0.0,bcycle_lametro_4566,473,34.02339,-118.39922,2
Akasha,$$,0.0,0.0,bcycle_lametro_4558,316,34.02569,-118.3953,4
Cava,$$,0.0,0.0,bcycle_lametro_4558,138,34.02569,-118.3953,4
Cerveteca Taco & Torta Joint,$$,0.0,0.0,bcycle_lametro_4558,65,34.02569,-118.3953,4
In-N-Out Burger,$$,0.0,0.0,bcycle_lametro_4558,135,34.02569,-118.3953,4
K-ZO Restaurant,$$,0.0,0.0,bcycle_lametro_4558,220,34.02569,-118.3953,4
Philz Coffee,$$,0.0,0.0,bcycle_lametro_4558,207,34.02569,-118.3953,4
Public School 310,$$,3.5,1897.0,bcycle_lametro_4558,182,34.02569,-118.3953,4
Salt & Straw,$$,0.0,0.0,bcycle_lametro_4558,204,34.02569,-118.3953,4
Seventy7 Lounge,$$,0.0,0.0,bcycle_lametro_4558,147,34.02569,-118.3953,4
Tender Greens,$$,4.0,2211.0,bcycle_lametro_4558,264,34.02569,-118.3953,4
Akbar Cuisine of India,$$,4.0,464.0,bcycle_lametro_4547,40,33.9897,-118.44888,5
C & O Cucina,$$,0.0,0.0,bcycle_lametro_4547,144,33.9897,-118.44888,5
Firestone Walker - The Propagator,$$,0.0,0.0,bcycle_lametro_4547,25,33.9897,-118.44888,5
In-N-Out Burger,$,4.0,745.0,bcycle_lametro_4547,329,33.9897,-118.44888,5
Night + Market Sahm,$$,0.0,0.0,bcycle_lametro_4547,203,33.9897,-118.44888,5
Old Lightning,$$,0.0,0.0,bcycle_lametro_4547,283,33.9897,-118.44888,5
Scopa Italian Roots,$$$,4.0,1489.0,bcycle_lametro_4547,281,33.9897,-118.44888,5
Sinners & Saints Desserts,$$,0.0,0.0,bcycle_lametro_4547,162,33.9897,-118.44888,5
The Lincoln,$$,0.0,0.0,bcycle_lametro_4547,204,33.9897,-118.44888,5
Wharo Korean BBQ,$$,0.0,0.0,bcycle_lametro_4547,161,33.9897,-118.44888,5
Aki Restaurant,$$,0.0,0.0,bcycle_lametro_4514,156,34.04655,-118.45144,5
El Paladar Oaxaqueno,$$,0.0,0.0,bcycle_lametro_4514,449,34.04655,-118.45144,5
Emil's Swiss Pastry,$$,0.0,0.0,bcycle_lametro_4514,254,34.04655,-118.45144,5
Good People Coffee Co,$$,0.0,0.0,bcycle_lametro_4514,350,34.04655,-118.45144,5
Hakata Ramen Shin Sen,$$,0.0,0.0,bcycle_lametro_4514,234,34.04655,-118.45144,5
Nanban-Kan Restaurant,$$,0.0,0.0,bcycle_lametro_4514,207,34.04655,-118.45144,5
Plan Check Kitchen + Bar,$$,4.0,2766.0,bcycle_lametro_4514,581,34.04655,-118.45144,5
"The Corner ( also known as """"The Corner Deli & Grill) (Breakfast & Lunch)",$$,0.0,0.0,bcycle_lametro_4514,654,34.04655,-118.45144,5
The Nickel Mine,$$,4.0,748.0,bcycle_lametro_4514,83,34.04655,-118.45144,5
Zankou Chicken,$$,4.0,1572.0,bcycle_lametro_4514,710,34.04655,-118.45144,5
Alana's Coffee Roasters,$$,0.0,0.0,bcycle_lametro_4553,717,33.99958,-118.44136,4
Dunkin',$$,0.0,0.0,bcycle_lametro_4553,742,33.99958,-118.44136,4
Ginger's Divine Ice Cream,$$,0.0,0.0,bcycle_lametro_4553,986,33.99958,-118.44136,4
Hatchet Hall,$$$,4.0,984.0,bcycle_lametro_4553,953,33.99958,-118.44136,4
In-N-Out Burger,$,4.0,745.0,bcycle_lametro_4553,987,33.99958,-118.44136,4
Maxwell Cafe,$$,0.0,0.0,bcycle_lametro_4553,761,33.99958,-118.44136,4
Pitfire Artisan Pizza,$$,4.0,1321.0,bcycle_lametro_4553,592,33.99958,-118.44136,4
Rainbow Acres,$$,0.0,0.0,bcycle_lametro_4553,701,33.99958,-118.44136,4
Röckenwagner Bakery,$$,4.0,446.0,bcycle_lametro_4553,557,33.99958,-118.44136,4
Sunny Blue,$,4.0,489.0,bcycle_lametro_4553,878,33.99958,-118.44136,4
Alana's Coffee Roasters,$$,0.0,0.0,bcycle_lametro_4554,59,34.00351,-118.43438,6
Coffee Connection,$$,0.0,0.0,bcycle_lametro_4554,142,34.00351,-118.43438,6
Ginger's Divine Ice Cream,$$,0.0,0.0,bcycle_lametro_4554,811,34.00351,-118.43438,6
Hatchet Hall,$$$,4.0,984.0,bcycle_lametro_4554,774,34.00351,-118.43438,6
Menotti's Coffee Stop,$$,0.0,0.0,bcycle_lametro_4554,892,34.00351,-118.43438,6
Quiadaiyn Restaurant,$$,4.5,349.0,bcycle_lametro_4554,134,34.00351,-118.43438,6
Sunny Blue,$,4.0,489.0,bcycle_lametro_4554,785,34.00351,-118.43438,6
Taco Stand on Centinela and Venice,$$,0.0,0.0,bcycle_lametro_4554,126,34.00351,-118.43438,6
The MV Grab & Go,$$,0.0,0.0,bcycle_lametro_4554,241,34.00351,-118.43438,6
The Mar Vista,$$,0.0,0.0,bcycle_lametro_4554,232,34.00351,-118.43438,6
Alchemist Coffee Project,$,4.5,1283.0,bcycle_lametro_4304,294,34.06258,-118.29009,7
Boo’s Philly Cheesesteaks - Koreatown,$$,0.0,0.0,bcycle_lametro_4304,675,34.06258,-118.29009,7
Cafe Mak,$$,0.0,0.0,bcycle_lametro_4304,83,34.06258,-118.29009,7
Chunju Han-il Kwan,$$,0.0,0.0,bcycle_lametro_4304,649,34.06258,-118.29009,7
Dan Sung Sa,$$,4.0,1109.0,bcycle_lametro_4304,417,34.06258,-118.29009,7
Hangari Bajirak Kalguksoo,$$,0.0,0.0,bcycle_lametro_4304,700,34.06258,-118.29009,7
Kang Ho Dong Baek Jeong,$$,0.0,0.0,bcycle_lametro_4304,683,34.06258,-118.29009,7
Seongbukdong,$$,0.0,0.0,bcycle_lametro_4304,412,34.06258,-118.29009,7
Sharp Specialty Coffee,$$,0.0,0.0,bcycle_lametro_4304,580,34.06258,-118.29009,7
Yuk Dae Jang,$$,4.5,708.0,bcycle_lametro_4304,244,34.06258,-118.29009,7
Alchemist Coffee Project,$,4.5,1283.0,bcycle_lametro_4306,287,34.05765,-118.29218,6
Boba Time,$$,0.0,0.0,bcycle_lametro_4306,222,34.05765,-118.29218,6
Boo’s Philly Cheesesteaks - Koreatown,$$,0.0,0.0,bcycle_lametro_4306,677,34.05765,-118.29218,6
Honeymee,$$,0.0,0.0,bcycle_lametro_4306,737,34.05765,-118.29218,6
Kang Ho Dong Baek Jeong,$$,0.0,0.0,bcycle_lametro_4306,836,34.05765,-118.29218,6
Park's BBQ,$$$,4.0,2065.0,bcycle_lametro_4306,415,34.05765,-118.29218,6
Seongbukdong,$$,0.0,0.0,bcycle_lametro_4306,717,34.05765,-118.29218,6
Soowon Galbi,$$,0.0,0.0,bcycle_lametro_4306,152,34.05765,-118.29218,6
The Corner Place,$$,0.0,0.0,bcycle_lametro_4306,271,34.05765,-118.29218,6
The Prince (황태자),$$,0.0,0.0,bcycle_lametro_4306,365,34.05765,-118.29218,6
Alchemist Coffee Project,$,4.5,1283.0,bcycle_lametro_4450,535,34.06349,-118.28716,9
Boo’s Philly Cheesesteaks - Koreatown,$$,0.0,0.0,bcycle_lametro_4450,957,34.06349,-118.28716,9
Cafe Mak,$$,0.0,0.0,bcycle_lametro_4450,227,34.06349,-118.28716,9
California Donut,$$,0.0,0.0,bcycle_lametro_4450,818,34.06349,-118.28716,9
Chunju Han-il Kwan,$$,0.0,0.0,bcycle_lametro_4450,915,34.06349,-118.28716,9
Dan Sung Sa,$$,0.0,0.0,bcycle_lametro_4450,667,34.06349,-118.28716,9
Kang Ho Dong Baek Jeong,$$,0.0,0.0,bcycle_lametro_4450,940,34.06349,-118.28716,9
Seongbukdong,$$,0.0,0.0,bcycle_lametro_4450,657,34.06349,-118.28716,9
Soowon Galbi,$$,0.0,0.0,bcycle_lametro_4450,870,34.06349,-118.28716,9
Yuk Dae Jang,$$,4.5,708.0,bcycle_lametro_4450,100,34.06349,-118.28716,9
Alchemist Coffee Project,$,4.5,1283.0,bcycle_lametro_4628,260,34.05978,-118.28854,6
Boo’s Philly Cheesesteaks - Koreatown,$$,0.0,0.0,bcycle_lametro_4628,849,34.05978,-118.28854,6
Dan Sung Sa,$$,0.0,0.0,bcycle_lametro_4628,696,34.05978,-118.28854,6
Kang Ho Dong Baek Jeong,$$,0.0,0.0,bcycle_lametro_4628,928,34.05978,-118.28854,6
Moodaepo II,$$,0.0,0.0,bcycle_lametro_4628,113,34.05978,-118.28854,6
Park's BBQ,$$$,4.0,2065.0,bcycle_lametro_4628,721,34.05978,-118.28854,6
Seongbukdong,$$,0.0,0.0,bcycle_lametro_4628,697,34.05978,-118.28854,6
Soowon Galbi,$$,0.0,0.0,bcycle_lametro_4628,450,34.05978,-118.28854,6
The Corner Place,$$,0.0,0.0,bcycle_lametro_4628,419,34.05978,-118.28854,6
Yuk Dae Jang,$$,4.5,708.0,bcycle_lametro_4628,471,34.05978,-118.28854,6
Alchemist Coffee Project,$,4.5,1283.0,bcycle_lametro_4447,876,34.0616,-118.28199,5
Boba Time,$$,0.0,0.0,bcycle_lametro_4447,954,34.0616,-118.28199,5
Buffalo Wild Wings,$$,0.0,0.0,bcycle_lametro_4447,862,34.0616,-118.28199,5
Cafe Mak,$$,0.0,0.0,bcycle_lametro_4447,723,34.0616,-118.28199,5
Crawfords,$$,0.0,0.0,bcycle_lametro_4447,989,34.0616,-118.28199,5
Langer's,$$,0.0,0.0,bcycle_lametro_4447,758,34.0616,-118.28199,5
Moodaepo II,$$,0.0,0.0,bcycle_lametro_4447,747,34.0616,-118.28199,5
Starbucks,$$,0.0,0.0,bcycle_lametro_4447,311,34.0616,-118.28199,5
The Corner Place,$$,0.0,0.0,bcycle_lametro_4447,941,34.0616,-118.28199,5
Yuk Dae Jang,$$,4.5,708.0,bcycle_lametro_4447,619,34.0616,-118.28199,5
Alcove Cafe & Bakery,$$,0.0,0.0,bcycle_lametro_4452,436,34.10233,-118.28746,4
Bar Covell,$$,0.0,0.0,bcycle_lametro_4452,357,34.10233,-118.28746,4
Home,$$,0.0,0.0,bcycle_lametro_4452,73,34.10233,-118.28746,4
HomeState,$$,4.5,1330.0,bcycle_lametro_4452,379,34.10233,-118.28746,4
Jeni's Splendid Ice Creams,$$,0.0,0.0,bcycle_lametro_4452,512,34.10233,-118.28746,4
Kismet,$$,0.0,0.0,bcycle_lametro_4452,396,34.10233,-118.28746,4
Maru Coffee,$$,0.0,0.0,bcycle_lametro_4452,469,34.10233,-118.28746,4
Spitz: Home of the Doner Kabab,$$,0.0,0.0,bcycle_lametro_4452,23,34.10233,-118.28746,4
The Dresden Restaurant,$$,0.0,0.0,bcycle_lametro_4452,392,34.10233,-118.28746,4
Ye Rustic Inn,$$,0.0,0.0,bcycle_lametro_4452,228,34.10233,-118.28746,4
Alcove Cafe & Bakery,$$,0.0,0.0,bcycle_lametro_4437,104,34.10536,-118.28727,3
All Time,$$,0.0,0.0,bcycle_lametro_4437,385,34.10536,-118.28727,3
Daily Donuts,$$,0.0,0.0,bcycle_lametro_4437,31,34.10536,-118.28727,3
Home,$$,0.0,0.0,bcycle_lametro_4437,263,34.10536,-118.28727,3
Jeni's Splendid Ice Creams,$$,0.0,0.0,bcycle_lametro_4437,175,34.10536,-118.28727,3
Kismet,$$,0.0,0.0,bcycle_lametro_4437,646,34.10536,-118.28727,3
Maru Coffee,$$,0.0,0.0,bcycle_lametro_4437,132,34.10536,-118.28727,3
Spitz: Home of the Doner Kabab,$$,0.0,0.0,bcycle_lametro_4437,314,34.10536,-118.28727,3
The Dresden Restaurant,$$,0.0,0.0,bcycle_lametro_4437,477,34.10536,-118.28727,3
Ye Rustic Inn,$$,0.0,0.0,bcycle_lametro_4437,119,34.10536,-118.28727,3
Alcove Cafe & Bakery,$$,0.0,0.0,bcycle_lametro_4474,421,34.11003,-118.28716,4
All Time,$$,4.0,426.0,bcycle_lametro_4474,134,34.11003,-118.28716,4
Blue Bottle Coffee,$$,0.0,0.0,bcycle_lametro_4474,59,34.11003,-118.28716,4
Cafe Los Feliz,$$,4.0,1334.0,bcycle_lametro_4474,61,34.11003,-118.28716,4
Jeni's Splendid Ice Creams,$$,0.0,0.0,bcycle_lametro_4474,343,34.11003,-118.28716,4
Little Dom's,$$,3.5,1721.0,bcycle_lametro_4474,92,34.11003,-118.28716,4
Maru Coffee,$$,0.0,0.0,bcycle_lametro_4474,387,34.11003,-118.28716,4
Messhall Kitchen,$$,0.0,0.0,bcycle_lametro_4474,200,34.11003,-118.28716,4
Starbucks,$$,0.0,0.0,bcycle_lametro_4474,143,34.11003,-118.28716,4
Yucas Hut,$$,0.0,0.0,bcycle_lametro_4474,95,34.11003,-118.28716,4
Alcove Cafe & Bakery,$$,0.0,0.0,bcycle_lametro_4436,400,34.10578,-118.29194,3
Atrium,$$,0.0,0.0,bcycle_lametro_4436,204,34.10578,-118.29194,3
Figaro Bistrot,$$,3.5,1402.0,bcycle_lametro_4436,213,34.10578,-118.29194,3
House of Pies,$$,3.5,1862.0,bcycle_lametro_4436,71,34.10578,-118.29194,3
Jeni's Splendid Ice Creams,$$,0.0,0.0,bcycle_lametro_4436,447,34.10578,-118.29194,3
Kismet,$$,0.0,0.0,bcycle_lametro_4436,589,34.10578,-118.29194,3
Maru Coffee,$$,0.0,0.0,bcycle_lametro_4436,428,34.10578,-118.29194,3
Palermo Italian Restaurant,$$,4.0,1719.0,bcycle_lametro_4436,120,34.10578,-118.29194,3
The Dresden Restaurant,$$,0.0,0.0,bcycle_lametro_4436,305,34.10578,-118.29194,3
The Punchbowl,$$,0.0,0.0,bcycle_lametro_4436,241,34.10578,-118.29194,3
Andante Coffee,$$,0.0,0.0,bcycle_lametro_3006,140,34.04554,-118.25667,3
Bottega Louie,$$,4.0,18069.0,bcycle_lametro_3006,184,34.04554,-118.25667,3
Golden Gopher,$$,0.0,0.0,bcycle_lametro_3006,69,34.04554,-118.25667,3
Little Sister,$$,4.0,1753.0,bcycle_lametro_3006,184,34.04554,-118.25667,3
Philz Coffee,$,4.5,1021.0,bcycle_lametro_3006,272,34.04554,-118.25667,3
Seven Grand,$$,0.0,0.0,bcycle_lametro_3006,169,34.04554,-118.25667,3
Shake Shack,$$,0.0,0.0,bcycle_lametro_3006,117,34.04554,-118.25667,3
Shibumi,$$,0.0,0.0,bcycle_lametro_3006,154,34.04554,-118.25667,3
Sugarfish,$$,0.0,0.0,bcycle_lametro_3006,199,34.04554,-118.25667,3
The Theatre at Ace Hotel,$$,0.0,0.0,bcycle_lametro_3006,387,34.04554,-118.25667,3
Andante Coffee,$$,0.0,0.0,bcycle_lametro_3008,434,34.04661,-118.26273,4
Birdies,$$,4.0,2175.0,bcycle_lametro_3008,629,34.04661,-118.26273,4
Bottega Louie,$$,4.0,18069.0,bcycle_lametro_3008,567,34.04661,-118.26273,4
Fogo De Chao,$$,0.0,0.0,bcycle_lametro_3008,203,34.04661,-118.26273,4
Philz Coffee,$,4.5,1021.0,bcycle_lametro_3008,310,34.04661,-118.26273,4
Spire 73,$$,0.0,0.0,bcycle_lametro_3008,455,34.04661,-118.26273,4
Sugarfish,$$,0.0,0.0,bcycle_lametro_3008,537,34.04661,-118.26273,4
The Palm Los Angeles,$$,0.0,0.0,bcycle_lametro_3008,469,34.04661,-118.26273,4
The Theatre at Ace Hotel,$$,0.0,0.0,bcycle_lametro_3008,729,34.04661,-118.26273,4
Yard House,$$,3.5,2947.0,bcycle_lametro_3008,318,34.04661,-118.26273,4
Andante Coffee,$$,0.0,0.0,bcycle_lametro_3064,85,34.04613,-118.25759,7
Bottega Louie,$$,4.0,18069.0,bcycle_lametro_3064,149,34.04613,-118.25759,7
Golden Gopher,$$,0.0,0.0,bcycle_lametro_3064,170,34.04613,-118.25759,7
Little Sister,$$,4.0,1753.0,bcycle_lametro_3064,173,34.04613,-118.25759,7
Philz Coffee,$,4.5,1021.0,bcycle_lametro_3064,170,34.04613,-118.25759,7
Seven Grand,$$,0.0,0.0,bcycle_lametro_3064,178,34.04613,-118.25759,7
Shibumi,$$,0.0,0.0,bcycle_lametro_3064,252,34.04613,-118.25759,7
Sugarfish,$$,0.0,0.0,bcycle_lametro_3064,144,34.04613,-118.25759,7
The Theatre at Ace Hotel,$$,0.0,0.0,bcycle_lametro_3064,454,34.04613,-118.25759,7
The Water Grill,$$,0.0,0.0,bcycle_lametro_3064,407,34.04613,-118.25759,7
Andante Coffee,$$,0.0,0.0,bcycle_lametro_3018,269,34.04373,-118.26014,7
Birdies,$$,4.0,2175.0,bcycle_lametro_3018,232,34.04373,-118.26014,7
Bottega Louie,$$,4.0,18069.0,bcycle_lametro_3018,504,34.04373,-118.26014,7
Chipotle Mexican Grill,$$,0.0,0.0,bcycle_lametro_3018,248,34.04373,-118.26014,7
Philz Coffee,$,4.5,1021.0,bcycle_lametro_3018,323,34.04373,-118.26014,7
Shibumi,$$,0.0,0.0,bcycle_lametro_3018,378,34.04373,-118.26014,7
Sugarfish,$$,0.0,0.0,bcycle_lametro_3018,495,34.04373,-118.26014,7
The Palm Los Angeles,$$,0.0,0.0,bcycle_lametro_3018,372,34.04373,-118.26014,7
The Theatre at Ace Hotel,$$,0.0,0.0,bcycle_lametro_3018,342,34.04373,-118.26014,7
Verve Coffee Roasters,$$,0.0,0.0,bcycle_lametro_3018,544,34.04373,-118.26014,7
Andante Coffee,$$,0.0,0.0,bcycle_lametro_3074,313,34.04417,-118.26117,9
Birdies,$$,4.0,2175.0,bcycle_lametro_3074,324,34.04417,-118.26117,9
Bottega Louie,$$,4.0,18069.0,bcycle_lametro_3074,538,34.04417,-118.26117,9
Chipotle Mexican Grill,$$,0.0,0.0,bcycle_lametro_3074,349,34.04417,-118.26117,9
Philz Coffee,$,4.5,1021.0,bcycle_lametro_3074,314,34.04417,-118.26117,9
Shibumi,$$,0.0,0.0,bcycle_lametro_3074,469,34.04417,-118.26117,9
Sugarfish,$$,0.0,0.0,bcycle_lametro_3074,522,34.04417,-118.26117,9
The Palm Los Angeles,$$,0.0,0.0,bcycle_lametro_3074,312,34.04417,-118.26117,9
The Theatre at Ace Hotel,$$,0.0,0.0,bcycle_lametro_3074,448,34.04417,-118.26117,9
Yard House,$$,3.5,2947.0,bcycle_lametro_3074,460,34.04417,-118.26117,9
Angel City Brewery,$$,0.0,0.0,bcycle_lametro_3042,347,34.0493,-118.23881,10
Far Bar,$$,0.0,0.0,bcycle_lametro_3042,91,34.0493,-118.23881,10
Fugetsu-Do,$$,0.0,0.0,bcycle_lametro_3042,183,34.0493,-118.23881,10
Izakaya Gazen,$$,0.0,0.0,bcycle_lametro_3042,46,34.0493,-118.23881,10
Marugame Monzo,$$,4.5,4415.0,bcycle_lametro_3042,140,34.0493,-118.23881,10
RAKKAN Ramen,$$,0.0,0.0,bcycle_lametro_3042,68,34.0493,-118.23881,10
Shin-Sen-Gumi,$$,0.0,0.0,bcycle_lametro_3042,127,34.0493,-118.23881,10
Spitz,$$,0.0,0.0,bcycle_lametro_3042,166,34.0493,-118.23881,10
Sushi Gen,$$$,4.5,4164.0,bcycle_lametro_3042,273,34.0493,-118.23881,10
Wolf & Crane,$$,0.0,0.0,bcycle_lametro_3042,169,34.0493,-118.23881,10
Angel City Brewery,$$,0.0,0.0,bcycle_lametro_3079,578,34.05014,-118.23319,6
Arts District Brewing,$$,0.0,0.0,bcycle_lametro_3079,638,34.05014,-118.23319,6
Boomtown Brewery,$$,0.0,0.0,bcycle_lametro_3079,68,34.05014,-118.23319,6
Cafe Gratitude Arts District,$$,0.0,0.0,bcycle_lametro_3079,504,34.05014,-118.23319,6
Cha Cha CHA,$$,0.0,0.0,bcycle_lametro_3079,540,34.05014,-118.23319,6
Death & Co,$$,0.0,0.0,bcycle_lametro_3079,544,34.05014,-118.23319,6
Manuela To Go,$$,0.0,0.0,bcycle_lametro_3079,431,34.05014,-118.23319,6
Salt & Straw,$$,0.0,0.0,bcycle_lametro_3079,499,34.05014,-118.23319,6
The Pie Hole,$,4.0,3353.0,bcycle_lametro_3079,592,34.05014,-118.23319,6
Wurstküche,$$,4.0,8917.0,bcycle_lametro_3079,580,34.05014,-118.23319,6
Angel City Brewery,$$,0.0,0.0,bcycle_lametro_4475,543,34.04518,-118.24325,4
Cole's French Dip,$$,0.0,0.0,bcycle_lametro_4475,575,34.04518,-118.24325,4
De La Nonna,$$,0.0,0.0,bcycle_lametro_4475,513,34.04518,-118.24325,4
EightyTwo,$$,0.0,0.0,bcycle_lametro_4475,535,34.04518,-118.24325,4
KazuNori,$$,0.0,0.0,bcycle_lametro_4475,478,34.04518,-118.24325,4
Marugame Monzo,$$,4.5,4415.0,bcycle_lametro_4475,585,34.04518,-118.24325,4
Shin-Sen-Gumi,$$,0.0,0.0,bcycle_lametro_4475,503,34.04518,-118.24325,4
Sushi Gen,$$$,4.5,4164.0,bcycle_lametro_4475,473,34.04518,-118.24325,4
The Escondite,$$,0.0,0.0,bcycle_lametro_4475,138,34.04518,-118.24325,4
Wolf & Crane,$$,0.0,0.0,bcycle_lametro_4475,451,34.04518,-118.24325,4
Angel City Brewery,$$,0.0,0.0,bcycle_lametro_3062,542,34.04775,-118.24317,7
Fugetsu-Do,$$,0.0,0.0,bcycle_lametro_3062,367,34.04775,-118.24317,7
KazuNori,$$,0.0,0.0,bcycle_lametro_3062,394,34.04775,-118.24317,7
Marugame Monzo,$$,4.5,4415.0,bcycle_lametro_3062,356,34.04775,-118.24317,7
Redbird,$$$,4.0,1770.0,bcycle_lametro_3062,334,34.04775,-118.24317,7
Shin-Sen-Gumi,$$,0.0,0.0,bcycle_lametro_3062,373,34.04775,-118.24317,7
Spitz,$$,0.0,0.0,bcycle_lametro_3062,298,34.04775,-118.24317,7
Sushi Gen,$$$,4.5,4164.0,bcycle_lametro_3062,439,34.04775,-118.24317,7
The Escondite,$$,0.0,0.0,bcycle_lametro_3062,186,34.04775,-118.24317,7
Wolf & Crane,$$,0.0,0.0,bcycle_lametro_3062,324,34.04775,-118.24317,7
Angel City Brewery,$$,0.0,0.0,bcycle_lametro_3082,20,34.04652,-118.23741,14
Cha Cha CHA,$$,0.0,0.0,bcycle_lametro_3082,187,34.04652,-118.23741,14
De La Nonna,$$,0.0,0.0,bcycle_lametro_3082,164,34.04652,-118.23741,14
Death & Co,$$,0.0,0.0,bcycle_lametro_3082,163,34.04652,-118.23741,14
EightyTwo,$$,0.0,0.0,bcycle_lametro_3082,119,34.04652,-118.23741,14
Manuela To Go,$$,0.0,0.0,bcycle_lametro_3082,248,34.04652,-118.23741,14
Salt & Straw,$$,0.0,0.0,bcycle_lametro_3082,185,34.04652,-118.23741,14
Sushi Gen,$$$,4.5,4164.0,bcycle_lametro_3082,108,34.04652,-118.23741,14
The Pie Hole,$,4.0,3353.0,bcycle_lametro_3082,167,34.04652,-118.23741,14
Wurstküche,$$,4.0,8917.0,bcycle_lametro_3082,161,34.04652,-118.23741,14
Angel City Brewery,$$,0.0,0.0,bcycle_lametro_3022,409,34.04607,-118.23309,16
Arts District Brewing,$$,0.0,0.0,bcycle_lametro_3022,261,34.04607,-118.23309,16
Cafe Gratitude Arts District,$$,0.0,0.0,bcycle_lametro_3022,69,34.04607,-118.23309,16
Cha Cha CHA,$$,0.0,0.0,bcycle_lametro_3022,236,34.04607,-118.23309,16
Death & Co,$$,0.0,0.0,bcycle_lametro_3022,258,34.04607,-118.23309,16
Manuela To Go,$$,0.0,0.0,bcycle_lametro_3022,156,34.04607,-118.23309,16
Resident,$$,0.0,0.0,bcycle_lametro_3022,424,34.04607,-118.23309,16
Salt & Straw,$$,0.0,0.0,bcycle_lametro_3022,219,34.04607,-118.23309,16
The Pie Hole,$,4.0,3353.0,bcycle_lametro_3022,293,34.04607,-118.23309,16
Wurstküche,$$,4.0,8917.0,bcycle_lametro_3022,286,34.04607,-118.23309,16
Angel Maid Bakery,$$,0.0,0.0,bcycle_lametro_4552,170,33.99097,-118.4213,7
Casa Sanchez,$$,4.0,1486.0,bcycle_lametro_4552,229,33.99097,-118.4213,7
Coni'seafood,$$,0.0,0.0,bcycle_lametro_4552,189,33.99097,-118.4213,7
LA Vegan,$$,4.0,871.0,bcycle_lametro_4552,265,33.99097,-118.4213,7
Lodge Bread Co,$$,0.0,0.0,bcycle_lametro_4552,754,33.99097,-118.4213,7
Menotti's Coffee Stop,$$,0.0,0.0,bcycle_lametro_4552,967,33.99097,-118.4213,7
Pepe's Tacos,$$,0.0,0.0,bcycle_lametro_4552,76,33.99097,-118.4213,7
Sachi.LA,$$,0.0,0.0,bcycle_lametro_4552,74,33.99097,-118.4213,7
Sakura Japanese Restaurant,$$,4.0,966.0,bcycle_lametro_4552,148,33.99097,-118.4213,7
Submariners,$$,0.0,0.0,bcycle_lametro_4552,112,33.99097,-118.4213,7
Angel Maid Bakery,$$,0.0,0.0,bcycle_lametro_4521,963,33.99032,-118.41205,5
